	title1	title2	distance
100	Maximum	Maxximum	0.8571428571428572
101	Git It	Get It	0.8333333333333334
102	Spanky's Greatest Hits	Santa's Greatest Hits	0.8636363636363636
103	Spanky's Greatest Hits	Johnny's Greatest Hits	0.8181818181818181
104	Spanky's Greatest Hits	Disney's Greatest Hits	0.8181818181818181
105	Essential 1	Essential	0.8181818181818181
106	Winterlight	Winter Light	0.8181818181818181
107	Real Folk Blues	Real Folk Blue	0.9333333333333333
108	Gay in the Life	Day in the Life	0.9333333333333333
109	Rock County	Rock Country	0.9090909090909091
110	Bach: Goldberg Variations	Bach: Goldberg-Variationen	0.88
111	Recital	Recitals	0.8571428571428572
112	Music for the Masses	Music for the Massive	0.85
113	Send Your Love	Need Your Love	0.8571428571428572
114	House of Lords	House of Cards	0.8571428571428572
115	B Sides	3 Sides	0.8571428571428572
116	B Sides	B-Sides	0.8571428571428572
117	Inside	Insider	0.8333333333333334
118	Best Friends	Best Friend	0.9166666666666666
119	Best of the Best	Best of the West	0.9375
120	Love Is the Bottom Line	Live at the Bottom Line	0.8695652173913043
121	Cannonball 1	Cannonball	0.8333333333333334
122	Japan Live 95	Japan Live '94	0.8461538461538461
123	In the Mood	In the Cool	0.8181818181818181
124	In the Mood	In the Blood	0.8181818181818181
125	Peel Sessions	Peel Sessions 2	0.8461538461538461
126	Appalachian Memories of Christmas	Appalachian Memories Christmas	0.9090909090909091
127	20 Great Love Songs 50s & 60s Vol. 2	20 Great Love Songs 50s & 60s Vol. 1	0.9722222222222222
128	Dragon Ball: Original USA TV Soundtrack Recording	Dragon Ball Z: Original USA TV Soundtrack Recording	0.9591836734693877
129	20 Million Dollar Memories Vol. 2	20 Million Dollar Memories Vol. 1	0.9696969696969697
130	The Art of Julius Katchen, Vol. 4	The Art of Julius Katchen, Vol. 5	0.9696969696969697
131	Breakupdown	Breakdown	0.8181818181818181
132	Writer's Block	Writers Block	0.9285714285714286
133	Cry Me a River	Cry Me A River	0.9285714285714286
134	Perceptions	Perception	0.9090909090909091
135	Brandenburg Concertos Nos 1-6	Brandenburg Concertos 5 & 6	0.8275862068965517
136	daddy's little girl	Daddy's Little Girl	0.8421052631578947
137	Sweet Soulful Music	Sweet Soul Music	0.8421052631578947
138	Cello Concerto	Cello Concertos	0.9285714285714286
139	Ancient Tales	Ancient Tones	0.8461538461538461
140	After the Reign	After the Rain	0.8666666666666667
141	Silent Shout	Silent Shore	0.8333333333333334
142	Easy Go French / Instructional	Easy Go Spanish / Instructional	0.8333333333333334
143	Believe	Believer	0.8571428571428572
144	Piano Sonatas	Piano Sonatas 3	0.8461538461538461
145	Piano Sonatas	3 Piano Sonatas	0.8461538461538461
146	Greetings from Hawaii	Greetings From Hawaii	0.9523809523809523
147	Wild Animal Baby: A Tall Tail & Other Stories (2010)	Wild Animal Baby: Wow Wetland & Other Stories (2010)	0.8076923076923077
148	National Anthems	National Anthem	0.9375
149	Acoustic Fire	Acoustic Live	0.8461538461538461
150	Beyond the Wall	Beyond the Pale	0.8666666666666667
151	Last Session	Lost Session	0.9166666666666666
152	Kiss of Fire	Kiss of Life	0.8333333333333334
153	Step [Vinyl]	Star [Vinyl]	0.8333333333333334
154	Neat Singles Collection 3	Neat Singles Collection 2	0.96
155	Mystic Fire	Mystic Mile	0.8181818181818181
156	COMMUNITY: A New Order Online Tribute	COMMUNITY EP: A New Order Online Tribute	0.9189189189189189
157	Mahler: Symphony No. 9	Mahler: Symphony No.6	0.9090909090909091
158	Mahler: Symphony No. 9	Mahler: Symphony No. 4	0.9545454545454546
159	Mahler: Symphony No. 9	Mahler: Symphony No. 10	0.9090909090909091
160	Mahler: Symphony No. 9	Mahler: Symphony No. 5	0.9545454545454546
161	Back to Life	Back to Mine	0.8333333333333334
162	Reflections	Reflection	0.9090909090909091
163	Smetana: M Vlast	Smetana: Ma Vlast	0.9375
164	Closer to Home	Close to Home	0.9285714285714286
165	Three for All	Free for All	0.8461538461538461
166	Holdin' On	Holding On	0.9
167	Ses Plus Grands Succes	Ses Plus Grands Roles	0.8181818181818181
168	Solo Concert	Koln Concert	0.8333333333333334
169	Deep Blue	Deep Blues	0.8888888888888888
170	Chaser	Chase	0.8333333333333334
171	Right On Time	Right on Time	0.9230769230769231
172	Can You Hear It	Can You Hear Me	0.8666666666666667
173	Can You Hear It	Can You Hear It?	0.9333333333333333
174	Concerto De Aranjuez	Concierto En Aranjuez	0.85
175	Concerto De Aranjuez	Concerto de Aranjuez	0.95
176	You Gotta Pay the Band	You Gotta Pay The Band	0.9545454545454546
177	Jazz Round Midnight	Jazz 'Round Midnight	0.9473684210526316
178	Karaoke: Dance Hits 3	Karaoke: Dance Hits 2	0.9523809523809523
179	The Artistry of Stan Getz: The Best of the Verve Years, Vol. 1	The Artistry of Stan Getz: The Best of the Verve Years, Volume 2	0.935483870967742
180	Beethoven: Piano Concertos Nos. 1 & 2	Beethoven: Piano Concertos Nos. 2 & 3	0.9459459459459459
181	Beethoven: Piano Concertos Nos. 1 & 2	Beethoven: Piano Concertos 1 & 2	0.8648648648648649
182	Beethoven: Piano Concertos Nos. 1 & 2	Beethoven: Piano Concertos No. 2 & 4	0.9189189189189189
183	Greatest Hits and More	Greatest Hits & More	0.8636363636363636
184	Christmas Cookin'	Christmas Cookies	0.8823529411764706
185	'S Wonderful: The Gershwin Songbook	S'Wonderful: Gershwin Songbook	0.8285714285714285
186	'S Wonderful: The Gershwin Songbook	S Wonderful:Gershwin Songbook	0.8285714285714285
187	My Life Of Crime	A Life of Crime	0.8125
188	Basie Plays the Blues	Basie Plays Blues	0.8095238095238095
189	S'Wonderful: Gershwin Songbook	S Wonderful:Gershwin Songbook	0.9333333333333333
190	Billie's Best	Billy's Best	0.8461538461538461
191	Best of Limahl	Best Of Limahl	0.9285714285714286
192	Verve Jazz Masters 13	Verve Jazz Masters 38	0.9047619047619048
193	Verve Jazz Masters 13	Verve Jazz Masters 22	0.9047619047619048
194	Verve Jazz Masters 13	Verve Jazz Masters 11	0.9523809523809523
195	Verve Jazz Masters 13	Verve Jazz Masters 16	0.9523809523809523
196	Verve Jazz Masters 13	Verve Jazz Masters 4	0.9047619047619048
197	Verve Jazz Masters 13	Verve Jazz Masters 18	0.9523809523809523
198	Verve Jazz Masters 13	Verve Jazz Masters 19	0.9523809523809523
199	Verve Jazz Masters 13	Verve Jazz Masters 17	0.9523809523809523
200	Verve Jazz Masters 13	Verve Jazz Masters 6	0.9047619047619048
201	Verve Jazz Masters 13	Verve Jazz Masters 14	0.9523809523809523
202	Verve Jazz Masters 13	Verve Jazz Masters 5	0.9047619047619048
203	Verve Jazz Masters 13	Verve Jazz Masters 12	0.9523809523809523
204	Verve Jazz Masters 13	Verve Jazz Masters 3	0.9523809523809523
205	Verve Jazz Masters 13	Verve Jazz Masters 9	0.9047619047619048
206	Verve Jazz Masters 13	Verve Jazz Masters 2	0.9047619047619048
207	Verve Jazz Masters 13	Verve Jazz Masters 8	0.9047619047619048
208	Verve Jazz Masters 13	Verve Jazz Masters 1	0.9523809523809523
209	Verve Jazz Masters 13	Verve Jazz Masters 15	0.9523809523809523
210	Verve Jazz Masters 13	Verve Jazz Masters 24	0.9047619047619048
211	Verve Jazz Masters 13	Verve Jazz Masters 26	0.9047619047619048
212	Verve Jazz Masters 13	Verve Jazz Masters 34	0.9047619047619048
213	Verve Jazz Masters 13	Verve Jazz Masters 23	0.9523809523809523
214	Verve Jazz Masters 13	Verve Jazz Masters 30	0.9047619047619048
215	Verve Jazz Masters 13	Verve Jazz Masters 39	0.9047619047619048
216	Verve Jazz Masters 13	Verve Jazz Masters 35	0.9047619047619048
217	Verve Jazz Masters 13	Verve Jazz Masters 31	0.9047619047619048
218	Verve Jazz Masters 13	Verve Jazz Masters 27	0.9047619047619048
219	Verve Jazz Masters 13	Verve Jazz Masters 21	0.9047619047619048
220	Verve Jazz Masters 13	Verve Jazz Masters 36	0.9047619047619048
221	Verve Jazz Masters 13	Verve Jazz Masters 43	0.9523809523809523
222	Verve Jazz Masters 13	Verve Jazz Masters 41	0.9047619047619048
223	Verve Jazz Masters 13	Verve Jazz Masters 45	0.9047619047619048
224	Verve Jazz Masters 13	Verve Jazz Masters 49	0.9047619047619048
225	Verve Jazz Masters 13	Verve Jazz Masters 44	0.9047619047619048
226	Verve Jazz Masters 13	Verve Jazz Masters 50	0.9047619047619048
227	Verve Jazz Masters 13	Verve Jazz Masters 48	0.9047619047619048
228	Artistry of Stan Getz: Best of Verve Years Vol 2	Artistry of Stan Getz: The Verve Years Vol 1	0.8333333333333334
229	Nuestras 2	Nuestras 1	0.9
230	Verve Jazz Masters 38	Verve Jazz Masters 22	0.9047619047619048
231	Verve Jazz Masters 38	Verve Jazz Masters 11	0.9047619047619048
232	Verve Jazz Masters 38	Verve Jazz Masters 16	0.9047619047619048
233	Verve Jazz Masters 38	Verve Jazz Masters 4	0.9047619047619048
234	Verve Jazz Masters 38	Verve Jazz Masters 18	0.9523809523809523
235	Verve Jazz Masters 38	Verve Jazz Masters 19	0.9047619047619048
236	Verve Jazz Masters 38	Verve Jazz Masters 17	0.9047619047619048
237	Verve Jazz Masters 38	Verve Jazz Masters 6	0.9047619047619048
238	Verve Jazz Masters 38	Verve Jazz Masters 14	0.9047619047619048
239	Verve Jazz Masters 38	Verve Jazz Masters 5	0.9047619047619048
240	Verve Jazz Masters 38	Verve Jazz Masters 12	0.9047619047619048
241	Verve Jazz Masters 38	Verve Jazz Masters 3	0.9523809523809523
242	Verve Jazz Masters 38	Verve Jazz Masters 9	0.9047619047619048
243	Verve Jazz Masters 38	Verve Jazz Masters 2	0.9047619047619048
244	Verve Jazz Masters 38	Verve Jazz Masters 8	0.9523809523809523
245	Verve Jazz Masters 38	Verve Jazz Masters 1	0.9047619047619048
246	Verve Jazz Masters 38	Verve Jazz Masters 15	0.9047619047619048
247	Verve Jazz Masters 38	Verve Jazz Masters 24	0.9047619047619048
248	Verve Jazz Masters 38	Verve Jazz Masters 26	0.9047619047619048
249	Verve Jazz Masters 38	Verve Jazz Masters 34	0.9523809523809523
250	Verve Jazz Masters 38	Verve Jazz Masters 23	0.9047619047619048
251	Verve Jazz Masters 38	Verve Jazz Masters 30	0.9523809523809523
252	Verve Jazz Masters 38	Verve Jazz Masters 39	0.9523809523809523
253	Verve Jazz Masters 38	Verve Jazz Masters 35	0.9523809523809523
254	Verve Jazz Masters 38	Verve Jazz Masters 31	0.9523809523809523
255	Verve Jazz Masters 38	Verve Jazz Masters 27	0.9047619047619048
256	Verve Jazz Masters 38	Verve Jazz Masters 21	0.9047619047619048
257	Verve Jazz Masters 38	Verve Jazz Masters 36	0.9523809523809523
258	Verve Jazz Masters 38	Verve Jazz Masters 43	0.9047619047619048
259	Verve Jazz Masters 38	Verve Jazz Masters 41	0.9047619047619048
260	Verve Jazz Masters 38	Verve Jazz Masters 45	0.9047619047619048
261	Verve Jazz Masters 38	Verve Jazz Masters 49	0.9047619047619048
262	Verve Jazz Masters 38	Verve Jazz Masters 44	0.9047619047619048
263	Verve Jazz Masters 38	Verve Jazz Masters 50	0.9047619047619048
264	Verve Jazz Masters 38	Verve Jazz Masters 48	0.9523809523809523
265	Buddha-Lounge	Buddha Lounge	0.9230769230769231
266	Alive & Kickin	Alive & Kicking	0.9285714285714286
267	Verve Jazz Masters 22	Verve Jazz Masters 11	0.9047619047619048
268	Verve Jazz Masters 22	Verve Jazz Masters 16	0.9047619047619048
269	Verve Jazz Masters 22	Verve Jazz Masters 4	0.9047619047619048
270	Verve Jazz Masters 22	Verve Jazz Masters 18	0.9047619047619048
271	Verve Jazz Masters 22	Verve Jazz Masters 19	0.9047619047619048
272	Verve Jazz Masters 22	Verve Jazz Masters 17	0.9047619047619048
273	Verve Jazz Masters 22	Verve Jazz Masters 6	0.9047619047619048
274	Verve Jazz Masters 22	Verve Jazz Masters 14	0.9047619047619048
275	Verve Jazz Masters 22	Verve Jazz Masters 5	0.9047619047619048
276	Verve Jazz Masters 22	Verve Jazz Masters 12	0.9523809523809523
277	Verve Jazz Masters 22	Verve Jazz Masters 3	0.9047619047619048
278	Verve Jazz Masters 22	Verve Jazz Masters 9	0.9047619047619048
279	Verve Jazz Masters 22	Verve Jazz Masters 2	0.9523809523809523
280	Verve Jazz Masters 22	Verve Jazz Masters 8	0.9047619047619048
281	Verve Jazz Masters 22	Verve Jazz Masters 1	0.9047619047619048
282	Verve Jazz Masters 22	Verve Jazz Masters 15	0.9047619047619048
283	Verve Jazz Masters 22	Verve Jazz Masters 24	0.9523809523809523
284	Verve Jazz Masters 22	Verve Jazz Masters 26	0.9523809523809523
285	Verve Jazz Masters 22	Verve Jazz Masters 34	0.9047619047619048
286	Verve Jazz Masters 22	Verve Jazz Masters 23	0.9523809523809523
287	Verve Jazz Masters 22	Verve Jazz Masters 30	0.9047619047619048
288	Verve Jazz Masters 22	Verve Jazz Masters 39	0.9047619047619048
289	Verve Jazz Masters 22	Verve Jazz Masters 35	0.9047619047619048
290	Verve Jazz Masters 22	Verve Jazz Masters 31	0.9047619047619048
291	Verve Jazz Masters 22	Verve Jazz Masters 27	0.9523809523809523
292	Verve Jazz Masters 22	Verve Jazz Masters 21	0.9523809523809523
293	Verve Jazz Masters 22	Verve Jazz Masters 36	0.9047619047619048
294	Verve Jazz Masters 22	Verve Jazz Masters 43	0.9047619047619048
295	Verve Jazz Masters 22	Verve Jazz Masters 41	0.9047619047619048
296	Verve Jazz Masters 22	Verve Jazz Masters 45	0.9047619047619048
297	Verve Jazz Masters 22	Verve Jazz Masters 49	0.9047619047619048
298	Verve Jazz Masters 22	Verve Jazz Masters 44	0.9047619047619048
299	Verve Jazz Masters 22	Verve Jazz Masters 50	0.9047619047619048
300	Verve Jazz Masters 22	Verve Jazz Masters 48	0.9047619047619048
301	Verve Jazz Masters 11	Verve Jazz Masters 16	0.9523809523809523
302	Verve Jazz Masters 11	Verve Jazz Masters 4	0.9047619047619048
303	Verve Jazz Masters 11	Verve Jazz Masters 18	0.9523809523809523
304	Verve Jazz Masters 11	Verve Jazz Masters 19	0.9523809523809523
305	Verve Jazz Masters 11	Verve Jazz Masters 17	0.9523809523809523
306	Verve Jazz Masters 11	Verve Jazz Masters 6	0.9047619047619048
307	Verve Jazz Masters 11	Verve Jazz Masters 14	0.9523809523809523
308	Verve Jazz Masters 11	Verve Jazz Masters 5	0.9047619047619048
309	Verve Jazz Masters 11	Verve Jazz Masters 12	0.9523809523809523
310	Verve Jazz Masters 11	Verve Jazz Masters 3	0.9047619047619048
311	Verve Jazz Masters 11	Verve Jazz Masters 9	0.9047619047619048
312	Verve Jazz Masters 11	Verve Jazz Masters 2	0.9047619047619048
313	Verve Jazz Masters 11	Verve Jazz Masters 8	0.9047619047619048
314	Verve Jazz Masters 11	Verve Jazz Masters 1	0.9523809523809523
315	Verve Jazz Masters 11	Verve Jazz Masters 15	0.9523809523809523
316	Verve Jazz Masters 11	Verve Jazz Masters 24	0.9047619047619048
317	Verve Jazz Masters 11	Verve Jazz Masters 26	0.9047619047619048
318	Verve Jazz Masters 11	Verve Jazz Masters 34	0.9047619047619048
319	Verve Jazz Masters 11	Verve Jazz Masters 23	0.9047619047619048
320	Verve Jazz Masters 11	Verve Jazz Masters 30	0.9047619047619048
321	Verve Jazz Masters 11	Verve Jazz Masters 39	0.9047619047619048
322	Verve Jazz Masters 11	Verve Jazz Masters 35	0.9047619047619048
323	Verve Jazz Masters 11	Verve Jazz Masters 31	0.9523809523809523
324	Verve Jazz Masters 11	Verve Jazz Masters 27	0.9047619047619048
325	Verve Jazz Masters 11	Verve Jazz Masters 21	0.9523809523809523
326	Verve Jazz Masters 11	Verve Jazz Masters 36	0.9047619047619048
327	Verve Jazz Masters 11	Verve Jazz Masters 43	0.9047619047619048
328	Verve Jazz Masters 11	Verve Jazz Masters 41	0.9523809523809523
329	Verve Jazz Masters 11	Verve Jazz Masters 45	0.9047619047619048
330	Verve Jazz Masters 11	Verve Jazz Masters 49	0.9047619047619048
331	Verve Jazz Masters 11	Verve Jazz Masters 44	0.9047619047619048
332	Verve Jazz Masters 11	Verve Jazz Masters 50	0.9047619047619048
333	Verve Jazz Masters 11	Verve Jazz Masters 48	0.9047619047619048
334	Once Upon a Summertime	Once Upon a Summer	0.8181818181818181
335	Verve Jazz Masters 16	Verve Jazz Masters 4	0.9047619047619048
336	Verve Jazz Masters 16	Verve Jazz Masters 18	0.9523809523809523
337	Verve Jazz Masters 16	Verve Jazz Masters 19	0.9523809523809523
338	Verve Jazz Masters 16	Verve Jazz Masters 17	0.9523809523809523
339	Verve Jazz Masters 16	Verve Jazz Masters 6	0.9523809523809523
340	Verve Jazz Masters 16	Verve Jazz Masters 14	0.9523809523809523
341	Verve Jazz Masters 16	Verve Jazz Masters 5	0.9047619047619048
342	Verve Jazz Masters 16	Verve Jazz Masters 12	0.9523809523809523
343	Verve Jazz Masters 16	Verve Jazz Masters 3	0.9047619047619048
344	Verve Jazz Masters 16	Verve Jazz Masters 9	0.9047619047619048
345	Verve Jazz Masters 16	Verve Jazz Masters 2	0.9047619047619048
346	Verve Jazz Masters 16	Verve Jazz Masters 8	0.9047619047619048
347	Verve Jazz Masters 16	Verve Jazz Masters 1	0.9523809523809523
348	Verve Jazz Masters 16	Verve Jazz Masters 15	0.9523809523809523
349	Verve Jazz Masters 16	Verve Jazz Masters 24	0.9047619047619048
350	Verve Jazz Masters 16	Verve Jazz Masters 26	0.9523809523809523
351	Verve Jazz Masters 16	Verve Jazz Masters 34	0.9047619047619048
352	Verve Jazz Masters 16	Verve Jazz Masters 23	0.9047619047619048
353	Verve Jazz Masters 16	Verve Jazz Masters 30	0.9047619047619048
354	Verve Jazz Masters 16	Verve Jazz Masters 39	0.9047619047619048
355	Verve Jazz Masters 16	Verve Jazz Masters 35	0.9047619047619048
356	Verve Jazz Masters 16	Verve Jazz Masters 31	0.9047619047619048
357	Verve Jazz Masters 16	Verve Jazz Masters 27	0.9047619047619048
358	Verve Jazz Masters 16	Verve Jazz Masters 21	0.9047619047619048
359	Verve Jazz Masters 16	Verve Jazz Masters 36	0.9523809523809523
360	Verve Jazz Masters 16	Verve Jazz Masters 43	0.9047619047619048
361	Verve Jazz Masters 16	Verve Jazz Masters 41	0.9047619047619048
362	Verve Jazz Masters 16	Verve Jazz Masters 45	0.9047619047619048
363	Verve Jazz Masters 16	Verve Jazz Masters 49	0.9047619047619048
364	Verve Jazz Masters 16	Verve Jazz Masters 44	0.9047619047619048
365	Verve Jazz Masters 16	Verve Jazz Masters 50	0.9047619047619048
366	Verve Jazz Masters 16	Verve Jazz Masters 48	0.9047619047619048
367	20 Grandes Exitos	Oro Grandes Exitos	0.8235294117647058
368	Verve Jazz Masters 4	Verve Jazz Masters 18	0.9
369	Verve Jazz Masters 4	Verve Jazz Masters 19	0.9
370	Verve Jazz Masters 4	Verve Jazz Masters 17	0.9
371	Verve Jazz Masters 4	Verve Jazz Masters 6	0.95
372	Verve Jazz Masters 4	Verve Jazz Masters 14	0.95
373	Verve Jazz Masters 4	Verve Jazz Masters 5	0.95
374	Verve Jazz Masters 4	Verve Jazz Masters 12	0.9
375	Verve Jazz Masters 4	Verve Jazz Masters 3	0.95
376	Verve Jazz Masters 4	Verve Jazz Masters 9	0.95
377	Verve Jazz Masters 4	Verve Jazz Masters 2	0.95
378	Verve Jazz Masters 4	Verve Jazz Masters 8	0.95
379	Verve Jazz Masters 4	Verve Jazz Masters 1	0.95
380	Verve Jazz Masters 4	Verve Jazz Masters 15	0.9
381	Verve Jazz Masters 4	Verve Jazz Masters 24	0.95
382	Verve Jazz Masters 4	Verve Jazz Masters 26	0.9
383	Verve Jazz Masters 4	Verve Jazz Masters 34	0.95
384	Verve Jazz Masters 4	Verve Jazz Masters 23	0.9
385	Verve Jazz Masters 4	Verve Jazz Masters 30	0.9
386	Verve Jazz Masters 4	Verve Jazz Masters 39	0.9
387	Verve Jazz Masters 4	Verve Jazz Masters 35	0.9
388	Verve Jazz Masters 4	Verve Jazz Masters 31	0.9
389	Verve Jazz Masters 4	Verve Jazz Masters 27	0.9
390	Verve Jazz Masters 4	Verve Jazz Masters 21	0.9
391	Verve Jazz Masters 4	Verve Jazz Masters 36	0.9
392	Verve Jazz Masters 4	Verve Jazz Masters 43	0.95
393	Verve Jazz Masters 4	Verve Jazz Masters 41	0.95
394	Verve Jazz Masters 4	Verve Jazz Masters 45	0.95
395	Verve Jazz Masters 4	Verve Jazz Masters 49	0.95
396	Verve Jazz Masters 4	Verve Jazz Masters 44	0.95
397	Verve Jazz Masters 4	Verve Jazz Masters 50	0.9
398	Verve Jazz Masters 4	Verve Jazz Masters 48	0.95
399	Alma Caribena	Alma Caribe	0.8461538461538461
400	Sugar [Vinyl]	Soar [Vinyl]	0.8461538461538461
401	Sugar [Vinyl]	Star [Vinyl]	0.8461538461538461
402	Verve Jazz Masters 18	Verve Jazz Masters 19	0.9523809523809523
403	Verve Jazz Masters 18	Verve Jazz Masters 17	0.9523809523809523
404	Verve Jazz Masters 18	Verve Jazz Masters 6	0.9047619047619048
405	Verve Jazz Masters 18	Verve Jazz Masters 14	0.9523809523809523
406	Verve Jazz Masters 18	Verve Jazz Masters 5	0.9047619047619048
407	Verve Jazz Masters 18	Verve Jazz Masters 12	0.9523809523809523
408	Verve Jazz Masters 18	Verve Jazz Masters 3	0.9047619047619048
409	Verve Jazz Masters 18	Verve Jazz Masters 9	0.9047619047619048
410	Verve Jazz Masters 18	Verve Jazz Masters 2	0.9047619047619048
411	Verve Jazz Masters 18	Verve Jazz Masters 8	0.9523809523809523
